project_id,grantee,subgrantee,project_name,year,status,project_lead,other_project_lead,category,sub_category,recovery_domain,goal,project_benefit,watershed,resource
17466,OWEB,NA,NA,2015,complete,NA,NA,Upland,NA,Klamath,improve/increase stream flow,Total acres treated (upland activities),18010203,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
17466,OWEB,NA,NA,2015,complete,NA,NA,Upland,NA,Klamath,decrease erosion/stream sedimentation,Total acres treated (upland activities),18010203,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
17466,OWEB,NA,NA,2015,complete,NA,NA,Upland,NA,Klamath,increase/improve water quality,Total acres treated (upland activities),18010203,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
17487,OWEB,NA,NA,2015,complete,NA,NA,Upland,NA,Klamath,improve/increase stream flow,Total acres treated (upland activities),18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
17487,OWEB,NA,NA,2015,complete,NA,NA,Upland,NA,Klamath,"increase wildlife habitat (vegetation for food, cover, or nesting)",Total acres treated (upland activities),18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
17487,OWEB,NA,NA,2015,complete,NA,NA,Upland,NA,Klamath,increase native plant species composition,Total acres treated (upland activities),18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
17637,OWEB,NA,NA,2015,complete,NA,NA,Upland,NA,Klamath,increase/improve water conservation,Total acres treated (upland activities),18010204,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
18749,OWEB,NA,NA,2015,complete,NA,NA,Upland,NA,Klamath,increase/improve groundwater recharge,Total acres treated (upland activities),18010204,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
18764,OWEB,NA,NA,2015,complete,NA,NA,Upland,NA,Klamath,"increase wildlife habitat (vegetation for food, cover, or nesting)",Total acres treated (upland activities),18010204,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
18764,OWEB,NA,NA,2015,complete,NA,NA,Upland,NA,Klamath,increase/improve groundwater recharge,Total acres treated (upland activities),18010204,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
17705,OWEB,NA,NA,2015,complete,NA,NA,Instream,NA,Klamath,improve/increase stream interaction with floodplain,Total miles of stream treated (instream activities),18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
18721,OWEB,NA,NA,2015,complete,NA,NA,Instream,NA,Klamath,improve/increase stream structure & complexity,Total miles of stream treated (instream activities),18010203,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
18721,OWEB,NA,NA,2015,complete,NA,NA,Instream,NA,Klamath,improve/increase stream gravel recruitment,Total miles of stream treated (instream activities),18010203,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
18721,OWEB,NA,NA,2015,complete,NA,NA,Instream,NA,Klamath,improve/increase stream spawning habitat,Total miles of stream treated (instream activities),18010203,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
18721,OWEB,NA,NA,2015,complete,NA,NA,Instream,NA,Klamath,improve/increase stream rearing habitat,Total miles of stream treated (instream activities),18010203,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
18721,OWEB,NA,NA,2015,complete,NA,NA,Instream,NA,Klamath,improve/increase stream pools,Total miles of stream treated (instream activities),18010203,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
18721,OWEB,NA,NA,2015,complete,NA,NA,Instream,NA,Klamath,improve/increase stream refuge cover,Total miles of stream treated (instream activities),18010203,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
18721,OWEB,NA,NA,2015,complete,NA,NA,Instream,NA,Klamath,increase future LWD recruitment to stream,Total miles of stream treated (instream activities),18010203,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
18721,OWEB,NA,NA,2015,complete,NA,NA,Instream,NA,Klamath,increase/improve aquatic habitat,Total miles of stream treated (instream activities),18010203,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
18721,OWEB,NA,NA,2015,complete,NA,NA,Instream,NA,Klamath,improve/increase stream structure & complexity,Total number of pools expected to be created by channel structure placement treatments,18010203,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
18721,OWEB,NA,NA,2015,complete,NA,NA,Instream,NA,Klamath,improve/increase stream gravel recruitment,Total number of pools expected to be created by channel structure placement treatments,18010203,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
18721,OWEB,NA,NA,2015,complete,NA,NA,Instream,NA,Klamath,improve/increase stream spawning habitat,Total number of pools expected to be created by channel structure placement treatments,18010203,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
18721,OWEB,NA,NA,2015,complete,NA,NA,Instream,NA,Klamath,improve/increase stream rearing habitat,Total number of pools expected to be created by channel structure placement treatments,18010203,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
18721,OWEB,NA,NA,2015,complete,NA,NA,Instream,NA,Klamath,improve/increase stream pools,Total number of pools expected to be created by channel structure placement treatments,18010203,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
18721,OWEB,NA,NA,2015,complete,NA,NA,Instream,NA,Klamath,improve/increase stream refuge cover,Total number of pools expected to be created by channel structure placement treatments,18010203,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
18721,OWEB,NA,NA,2015,complete,NA,NA,Instream,NA,Klamath,increase future LWD recruitment to stream,Total number of pools expected to be created by channel structure placement treatments,18010203,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
18721,OWEB,NA,NA,2015,complete,NA,NA,Instream,NA,Klamath,increase/improve aquatic habitat,Total number of pools expected to be created by channel structure placement treatments,18010203,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
18721,OWEB,NA,NA,2015,complete,NA,NA,Instream,NA,Klamath,improve/increase stream structure & complexity,Total number of habitat structures placed in channel,18010203,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
18721,OWEB,NA,NA,2015,complete,NA,NA,Instream,NA,Klamath,improve/increase stream gravel recruitment,Total number of habitat structures placed in channel,18010203,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
18721,OWEB,NA,NA,2015,complete,NA,NA,Instream,NA,Klamath,improve/increase stream spawning habitat,Total number of habitat structures placed in channel,18010203,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
18721,OWEB,NA,NA,2015,complete,NA,NA,Instream,NA,Klamath,improve/increase stream rearing habitat,Total number of habitat structures placed in channel,18010203,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
18721,OWEB,NA,NA,2015,complete,NA,NA,Instream,NA,Klamath,improve/increase stream pools,Total number of habitat structures placed in channel,18010203,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
18721,OWEB,NA,NA,2015,complete,NA,NA,Instream,NA,Klamath,improve/increase stream refuge cover,Total number of habitat structures placed in channel,18010203,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
18721,OWEB,NA,NA,2015,complete,NA,NA,Instream,NA,Klamath,increase future LWD recruitment to stream,Total number of habitat structures placed in channel,18010203,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
18721,OWEB,NA,NA,2015,complete,NA,NA,Instream,NA,Klamath,increase/improve aquatic habitat,Total number of habitat structures placed in channel,18010203,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
18938,OWEB,NA,NA,2016,complete,NA,NA,Upland,NA,Klamath,decrease erosion/stream sedimentation,Total acres treated (upland activities),18010204,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
18938,OWEB,NA,NA,2016,complete,NA,NA,Upland,NA,Klamath,decrease run-off contaminant input,Total acres treated (upland activities),18010204,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
18938,OWEB,NA,NA,2016,complete,NA,NA,Upland,NA,Klamath,increase/improve water conservation,Total acres treated (upland activities),18010204,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
18938,OWEB,NA,NA,2016,complete,NA,NA,Upland,NA,Klamath,increase/improve water quality,Total acres treated (upland activities),18010204,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19007,OWEB,NA,NA,2016,complete,NA,NA,Upland,NA,Klamath,decrease erosion/stream sedimentation,Total acres treated (upland activities),18010204,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19007,OWEB,NA,NA,2016,complete,NA,NA,Upland,NA,Klamath,increase/improve water conservation,Total acres treated (upland activities),18010204,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19007,OWEB,NA,NA,2016,complete,NA,NA,Upland,NA,Klamath,increase/improve water quality,Total acres treated (upland activities),18010204,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19054,OWEB,NA,NA,2016,complete,NA,NA,Upland,NA,Klamath,decrease erosion/stream sedimentation,Total acres treated (upland activities),18010204,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19054,OWEB,NA,NA,2016,complete,NA,NA,Upland,NA,Klamath,increase/improve water conservation,Total acres treated (upland activities),18010204,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19054,OWEB,NA,NA,2016,complete,NA,NA,Upland,NA,Klamath,increase/improve water quality,Total acres treated (upland activities),18010204,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19131,OWEB,NA,NA,2015,complete,NA,NA,Fish Passage,NA,Klamath,improve/increase fish passage,Total number of road/stream crossings improved for fish passage,18010203,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19131,OWEB,NA,NA,2015,complete,NA,NA,Fish Passage,NA,Klamath,improve/increase fish passage,Miles of habitat opened- previously inaccessible for both adults and juveniles,18010203,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19131,OWEB,NA,NA,2015,complete,NA,NA,Fish Passage,NA,Klamath,improve/increase fish passage,Total miles of fish habitat made accessible due to road/stream crossing improvements (e.g. improveme,18010203,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
17708,OWEB,NA,NA,2015,complete,NA,NA,Riparian,NA,Klamath,improve/increase stream spawning habitat,Total linear stream miles treated (riparian activities),18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
17708,OWEB,NA,NA,2015,complete,NA,NA,Riparian,NA,Klamath,improve/increase stream rearing habitat,Total linear stream miles treated (riparian activities),18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
17708,OWEB,NA,NA,2015,complete,NA,NA,Riparian,NA,Klamath,improve/increase stream cool water habitat,Total linear stream miles treated (riparian activities),18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
17708,OWEB,NA,NA,2015,complete,NA,NA,Riparian,NA,Klamath,increase future stream shading/increase vegetation to provide shade,Total linear stream miles treated (riparian activities),18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
17708,OWEB,NA,NA,2015,complete,NA,NA,Riparian,NA,Klamath,increase streambank stabilization/protection,Total linear stream miles treated (riparian activities),18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
17708,OWEB,NA,NA,2015,complete,NA,NA,Riparian,NA,Klamath,decrease erosion/stream sedimentation,Total linear stream miles treated (riparian activities),18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
17708,OWEB,NA,NA,2015,complete,NA,NA,Riparian,NA,Klamath,decrease livestock access to stream,Total linear stream miles treated (riparian activities),18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
17708,OWEB,NA,NA,2015,complete,NA,NA,Riparian,NA,Klamath,increase native plant species composition,Total linear stream miles treated (riparian activities),18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
17708,OWEB,NA,NA,2015,complete,NA,NA,Riparian,NA,Klamath,decrease washout/diversion potential at stream crossings,Total linear stream miles treated (riparian activities),18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
17708,OWEB,NA,NA,2015,complete,NA,NA,Riparian,NA,Klamath,increase/improve water quality,Total linear stream miles treated (riparian activities),18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
17708,OWEB,NA,NA,2015,complete,NA,NA,Riparian,NA,Klamath,provide fish protection (e.g. by screening diversions),Total linear stream miles treated (riparian activities),18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
17708,OWEB,NA,NA,2015,complete,NA,NA,Riparian,NA,Klamath,improve/increase stream spawning habitat,Total acres treated (riparian activities),18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
17708,OWEB,NA,NA,2015,complete,NA,NA,Riparian,NA,Klamath,improve/increase stream rearing habitat,Total acres treated (riparian activities),18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
17708,OWEB,NA,NA,2015,complete,NA,NA,Riparian,NA,Klamath,improve/increase stream cool water habitat,Total acres treated (riparian activities),18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
17708,OWEB,NA,NA,2015,complete,NA,NA,Riparian,NA,Klamath,increase future stream shading/increase vegetation to provide shade,Total acres treated (riparian activities),18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
17708,OWEB,NA,NA,2015,complete,NA,NA,Riparian,NA,Klamath,increase streambank stabilization/protection,Total acres treated (riparian activities),18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
17708,OWEB,NA,NA,2015,complete,NA,NA,Riparian,NA,Klamath,decrease erosion/stream sedimentation,Total acres treated (riparian activities),18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
17708,OWEB,NA,NA,2015,complete,NA,NA,Riparian,NA,Klamath,decrease livestock access to stream,Total acres treated (riparian activities),18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
17708,OWEB,NA,NA,2015,complete,NA,NA,Riparian,NA,Klamath,increase native plant species composition,Total acres treated (riparian activities),18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
17708,OWEB,NA,NA,2015,complete,NA,NA,Riparian,NA,Klamath,decrease washout/diversion potential at stream crossings,Total acres treated (riparian activities),18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
17708,OWEB,NA,NA,2015,complete,NA,NA,Riparian,NA,Klamath,increase/improve water quality,Total acres treated (riparian activities),18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
17708,OWEB,NA,NA,2015,complete,NA,NA,Riparian,NA,Klamath,provide fish protection (e.g. by screening diversions),Total acres treated (riparian activities),18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
17708,OWEB,NA,NA,2015,complete,NA,NA,Upland,NA,Klamath,improve/increase stream spawning habitat,Total acres treated (upland activities),18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
17708,OWEB,NA,NA,2015,complete,NA,NA,Upland,NA,Klamath,improve/increase stream rearing habitat,Total acres treated (upland activities),18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
17708,OWEB,NA,NA,2015,complete,NA,NA,Upland,NA,Klamath,improve/increase stream cool water habitat,Total acres treated (upland activities),18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
17708,OWEB,NA,NA,2015,complete,NA,NA,Upland,NA,Klamath,increase future stream shading/increase vegetation to provide shade,Total acres treated (upland activities),18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
17708,OWEB,NA,NA,2015,complete,NA,NA,Upland,NA,Klamath,increase streambank stabilization/protection,Total acres treated (upland activities),18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
17708,OWEB,NA,NA,2015,complete,NA,NA,Upland,NA,Klamath,decrease erosion/stream sedimentation,Total acres treated (upland activities),18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
17708,OWEB,NA,NA,2015,complete,NA,NA,Upland,NA,Klamath,decrease livestock access to stream,Total acres treated (upland activities),18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
17708,OWEB,NA,NA,2015,complete,NA,NA,Upland,NA,Klamath,increase native plant species composition,Total acres treated (upland activities),18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
17708,OWEB,NA,NA,2015,complete,NA,NA,Upland,NA,Klamath,decrease washout/diversion potential at stream crossings,Total acres treated (upland activities),18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
17708,OWEB,NA,NA,2015,complete,NA,NA,Upland,NA,Klamath,increase/improve water quality,Total acres treated (upland activities),18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
17708,OWEB,NA,NA,2015,complete,NA,NA,Upland,NA,Klamath,provide fish protection (e.g. by screening diversions),Total acres treated (upland activities),18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19160,OWEB,NA,NA,2016,complete,NA,NA,Upland,NA,Klamath,decrease erosion/stream sedimentation,Total acres treated (upland activities),18010204,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19160,OWEB,NA,NA,2016,complete,NA,NA,Upland,NA,Klamath,decrease livestock access to stream,Total acres treated (upland activities),18010204,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19160,OWEB,NA,NA,2016,complete,NA,NA,Upland,NA,Klamath,increase/improve water quality,Total acres treated (upland activities),18010204,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19243,OWEB,NA,NA,2016,complete,NA,NA,Instream Flow,NA,Klamath,improve/increase stream flow,Total water flow acquired,18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19243,OWEB,NA,NA,2016,complete,NA,NA,Instream Flow,NA,Klamath,improve/increase stream flow,Total stream miles protected for adequate flow,18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19244,OWEB,NA,NA,2016,complete,NA,NA,Instream Flow,NA,Klamath,improve/increase stream flow,Total water flow acquired,18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19244,OWEB,NA,NA,2016,complete,NA,NA,Instream Flow,NA,Klamath,improve/increase stream flow,Total stream miles protected for adequate flow,18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19265,OWEB,NA,NA,2016,complete,NA,NA,Riparian,NA,Klamath,increase future stream shading/increase vegetation to provide shade,Total linear stream miles treated (riparian activities),18010204,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19265,OWEB,NA,NA,2016,complete,NA,NA,Riparian,NA,Klamath,increase streambank stabilization/protection,Total linear stream miles treated (riparian activities),18010204,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19265,OWEB,NA,NA,2016,complete,NA,NA,Riparian,NA,Klamath,decrease erosion/stream sedimentation,Total linear stream miles treated (riparian activities),18010204,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19265,OWEB,NA,NA,2016,complete,NA,NA,Riparian,NA,Klamath,decrease run-off contaminant input,Total linear stream miles treated (riparian activities),18010204,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
