project_id,grantee,subgrantee,project_name,year,status,project_lead,other_project_lead,category,sub_category,recovery_domain,goal,project_benefit,watershed,resource
19265,OWEB,NA,NA,2016,complete,NA,NA,Riparian,NA,Klamath,decrease livestock access to stream,Total linear stream miles treated (riparian activities),18010204,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19265,OWEB,NA,NA,2016,complete,NA,NA,Riparian,NA,Klamath,increase vegetation to filter runoff,Total linear stream miles treated (riparian activities),18010204,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19265,OWEB,NA,NA,2016,complete,NA,NA,Riparian,NA,Klamath,increase/improve water quality,Total linear stream miles treated (riparian activities),18010204,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19265,OWEB,NA,NA,2016,complete,NA,NA,Riparian,NA,Klamath,increase future stream shading/increase vegetation to provide shade,Total acres treated (riparian activities),18010204,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19265,OWEB,NA,NA,2016,complete,NA,NA,Riparian,NA,Klamath,increase streambank stabilization/protection,Total acres treated (riparian activities),18010204,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19265,OWEB,NA,NA,2016,complete,NA,NA,Riparian,NA,Klamath,decrease erosion/stream sedimentation,Total acres treated (riparian activities),18010204,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19265,OWEB,NA,NA,2016,complete,NA,NA,Riparian,NA,Klamath,decrease run-off contaminant input,Total acres treated (riparian activities),18010204,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19265,OWEB,NA,NA,2016,complete,NA,NA,Riparian,NA,Klamath,decrease livestock access to stream,Total acres treated (riparian activities),18010204,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19265,OWEB,NA,NA,2016,complete,NA,NA,Riparian,NA,Klamath,increase vegetation to filter runoff,Total acres treated (riparian activities),18010204,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19265,OWEB,NA,NA,2016,complete,NA,NA,Riparian,NA,Klamath,increase/improve water quality,Total acres treated (riparian activities),18010204,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19151,OWEB,NA,NA,2016,complete,NA,NA,Upland,NA,Klamath,"increase wildlife habitat (vegetation for food, cover, or nesting)",Total acres treated (upland activities),18010204,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19151,OWEB,NA,NA,2016,complete,NA,NA,Upland,NA,Klamath,increase upland water storage capacity,Total acres treated (upland activities),18010204,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19248,OWEB,NA,NA,2016,complete,NA,NA,Instream,NA,Klamath,improve/increase stream structure & complexity,Total miles of stream treated (instream activities),18010201,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19248,OWEB,NA,NA,2016,complete,NA,NA,Instream,NA,Klamath,improve/increase stream rearing habitat,Total miles of stream treated (instream activities),18010201,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19248,OWEB,NA,NA,2016,complete,NA,NA,Instream,NA,Klamath,improve/increase stream pools,Total miles of stream treated (instream activities),18010201,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19248,OWEB,NA,NA,2016,complete,NA,NA,Instream,NA,Klamath,improve/increase stream refuge cover,Total miles of stream treated (instream activities),18010201,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19248,OWEB,NA,NA,2016,complete,NA,NA,Instream,NA,Klamath,increase future LWD recruitment to stream,Total miles of stream treated (instream activities),18010201,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19248,OWEB,NA,NA,2016,complete,NA,NA,Instream,NA,Klamath,increase future stream shading/increase vegetation to provide shade,Total miles of stream treated (instream activities),18010201,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19248,OWEB,NA,NA,2016,complete,NA,NA,Instream,NA,Klamath,increase/improve water quality,Total miles of stream treated (instream activities),18010201,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19248,OWEB,NA,NA,2016,complete,NA,NA,Instream,NA,Klamath,increase/improve aquatic habitat,Total miles of stream treated (instream activities),18010201,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19248,OWEB,NA,NA,2016,complete,NA,NA,Instream,NA,Klamath,improve/increase stream structure & complexity,Total number of pools expected to be created by channel structure placement treatments,18010201,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19248,OWEB,NA,NA,2016,complete,NA,NA,Instream,NA,Klamath,improve/increase stream rearing habitat,Total number of pools expected to be created by channel structure placement treatments,18010201,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19248,OWEB,NA,NA,2016,complete,NA,NA,Instream,NA,Klamath,improve/increase stream pools,Total number of pools expected to be created by channel structure placement treatments,18010201,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19248,OWEB,NA,NA,2016,complete,NA,NA,Instream,NA,Klamath,improve/increase stream refuge cover,Total number of pools expected to be created by channel structure placement treatments,18010201,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19248,OWEB,NA,NA,2016,complete,NA,NA,Instream,NA,Klamath,increase future LWD recruitment to stream,Total number of pools expected to be created by channel structure placement treatments,18010201,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19248,OWEB,NA,NA,2016,complete,NA,NA,Instream,NA,Klamath,increase future stream shading/increase vegetation to provide shade,Total number of pools expected to be created by channel structure placement treatments,18010201,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19248,OWEB,NA,NA,2016,complete,NA,NA,Instream,NA,Klamath,increase/improve water quality,Total number of pools expected to be created by channel structure placement treatments,18010201,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19248,OWEB,NA,NA,2016,complete,NA,NA,Instream,NA,Klamath,increase/improve aquatic habitat,Total number of pools expected to be created by channel structure placement treatments,18010201,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19248,OWEB,NA,NA,2016,complete,NA,NA,Instream,NA,Klamath,improve/increase stream structure & complexity,Total number of habitat structures placed in channel,18010201,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19248,OWEB,NA,NA,2016,complete,NA,NA,Instream,NA,Klamath,improve/increase stream rearing habitat,Total number of habitat structures placed in channel,18010201,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19248,OWEB,NA,NA,2016,complete,NA,NA,Instream,NA,Klamath,improve/increase stream pools,Total number of habitat structures placed in channel,18010201,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19248,OWEB,NA,NA,2016,complete,NA,NA,Instream,NA,Klamath,improve/increase stream refuge cover,Total number of habitat structures placed in channel,18010201,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19248,OWEB,NA,NA,2016,complete,NA,NA,Instream,NA,Klamath,increase future LWD recruitment to stream,Total number of habitat structures placed in channel,18010201,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19248,OWEB,NA,NA,2016,complete,NA,NA,Instream,NA,Klamath,increase future stream shading/increase vegetation to provide shade,Total number of habitat structures placed in channel,18010201,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19248,OWEB,NA,NA,2016,complete,NA,NA,Instream,NA,Klamath,increase/improve water quality,Total number of habitat structures placed in channel,18010201,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19248,OWEB,NA,NA,2016,complete,NA,NA,Instream,NA,Klamath,increase/improve aquatic habitat,Total number of habitat structures placed in channel,18010201,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19322,OWEB,NA,NA,2016,complete,NA,NA,Riparian,NA,Klamath,increase future stream shading/increase vegetation to provide shade,Total linear stream miles treated (riparian activities),18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19322,OWEB,NA,NA,2016,complete,NA,NA,Riparian,NA,Klamath,increase streambank stabilization/protection,Total linear stream miles treated (riparian activities),18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19322,OWEB,NA,NA,2016,complete,NA,NA,Riparian,NA,Klamath,decrease erosion/stream sedimentation,Total linear stream miles treated (riparian activities),18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19322,OWEB,NA,NA,2016,complete,NA,NA,Riparian,NA,Klamath,decrease run-off contaminant input,Total linear stream miles treated (riparian activities),18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19322,OWEB,NA,NA,2016,complete,NA,NA,Riparian,NA,Klamath,decrease stream temperature,Total linear stream miles treated (riparian activities),18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19322,OWEB,NA,NA,2016,complete,NA,NA,Riparian,NA,Klamath,increase native plant species composition,Total linear stream miles treated (riparian activities),18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19322,OWEB,NA,NA,2016,complete,NA,NA,Riparian,NA,Klamath,increase/improve water quality,Total linear stream miles treated (riparian activities),18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19322,OWEB,NA,NA,2016,complete,NA,NA,Riparian,NA,Klamath,increase future stream shading/increase vegetation to provide shade,Total acres treated (riparian activities),18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19322,OWEB,NA,NA,2016,complete,NA,NA,Riparian,NA,Klamath,increase streambank stabilization/protection,Total acres treated (riparian activities),18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19322,OWEB,NA,NA,2016,complete,NA,NA,Riparian,NA,Klamath,decrease erosion/stream sedimentation,Total acres treated (riparian activities),18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19322,OWEB,NA,NA,2016,complete,NA,NA,Riparian,NA,Klamath,decrease run-off contaminant input,Total acres treated (riparian activities),18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19322,OWEB,NA,NA,2016,complete,NA,NA,Riparian,NA,Klamath,decrease stream temperature,Total acres treated (riparian activities),18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19322,OWEB,NA,NA,2016,complete,NA,NA,Riparian,NA,Klamath,increase native plant species composition,Total acres treated (riparian activities),18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19322,OWEB,NA,NA,2016,complete,NA,NA,Riparian,NA,Klamath,increase/improve water quality,Total acres treated (riparian activities),18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19325,OWEB,NA,NA,2015,complete,NA,NA,Instream,NA,Klamath,improve/increase stream structure & complexity,Total miles of stream treated (instream activities),18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19325,OWEB,NA,NA,2015,complete,NA,NA,Instream,NA,Klamath,improve/increase stream interaction with floodplain,Total miles of stream treated (instream activities),18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19325,OWEB,NA,NA,2015,complete,NA,NA,Instream,NA,Klamath,improve/increase stream flow,Total miles of stream treated (instream activities),18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19325,OWEB,NA,NA,2015,complete,NA,NA,Instream,NA,Klamath,improve/increase fish passage,Total miles of stream treated (instream activities),18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19325,OWEB,NA,NA,2015,complete,NA,NA,Instream,NA,Klamath,improve/increase stream summer habitat,Total miles of stream treated (instream activities),18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19325,OWEB,NA,NA,2015,complete,NA,NA,Instream,NA,Klamath,increase future stream shading/increase vegetation to provide shade,Total miles of stream treated (instream activities),18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19325,OWEB,NA,NA,2015,complete,NA,NA,Instream,NA,Klamath,increase streambank stabilization/protection,Total miles of stream treated (instream activities),18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19325,OWEB,NA,NA,2015,complete,NA,NA,Instream,NA,Klamath,decrease stream temperature,Total miles of stream treated (instream activities),18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19325,OWEB,NA,NA,2015,complete,NA,NA,Instream,NA,Klamath,"increase wildlife habitat (vegetation for food, cover, or nesting)",Total miles of stream treated (instream activities),18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19325,OWEB,NA,NA,2015,complete,NA,NA,Instream,NA,Klamath,increase storage capacity of wetland,Total miles of stream treated (instream activities),18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19325,OWEB,NA,NA,2015,complete,NA,NA,Instream,NA,Klamath,increase net area of wetland,Total miles of stream treated (instream activities),18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19325,OWEB,NA,NA,2015,complete,NA,NA,Instream,NA,Klamath,increase wetland connection to adjacent natural area,Total miles of stream treated (instream activities),18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19325,OWEB,NA,NA,2015,complete,NA,NA,Instream,NA,Klamath,increase native plant species composition,Total miles of stream treated (instream activities),18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19325,OWEB,NA,NA,2015,complete,NA,NA,Instream,NA,Klamath,increase/improve groundwater recharge,Total miles of stream treated (instream activities),18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19325,OWEB,NA,NA,2015,complete,NA,NA,Instream,NA,Klamath,increase/improve water conservation,Total miles of stream treated (instream activities),18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19325,OWEB,NA,NA,2015,complete,NA,NA,Instream,NA,Klamath,increase/improve water quality,Total miles of stream treated (instream activities),18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19325,OWEB,NA,NA,2015,complete,NA,NA,Instream,NA,Klamath,increase/improve aquatic habitat,Total miles of stream treated (instream activities),18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19325,OWEB,NA,NA,2015,complete,NA,NA,Fish Passage,NA,Klamath,improve/increase stream structure & complexity,Miles of habitat opened- previously inaccessible for both adults and juveniles,18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19325,OWEB,NA,NA,2015,complete,NA,NA,Fish Passage,NA,Klamath,improve/increase stream interaction with floodplain,Miles of habitat opened- previously inaccessible for both adults and juveniles,18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19325,OWEB,NA,NA,2015,complete,NA,NA,Fish Passage,NA,Klamath,improve/increase stream flow,Miles of habitat opened- previously inaccessible for both adults and juveniles,18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19325,OWEB,NA,NA,2015,complete,NA,NA,Fish Passage,NA,Klamath,improve/increase fish passage,Miles of habitat opened- previously inaccessible for both adults and juveniles,18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19325,OWEB,NA,NA,2015,complete,NA,NA,Fish Passage,NA,Klamath,improve/increase stream summer habitat,Miles of habitat opened- previously inaccessible for both adults and juveniles,18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19325,OWEB,NA,NA,2015,complete,NA,NA,Fish Passage,NA,Klamath,increase future stream shading/increase vegetation to provide shade,Miles of habitat opened- previously inaccessible for both adults and juveniles,18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19325,OWEB,NA,NA,2015,complete,NA,NA,Fish Passage,NA,Klamath,increase streambank stabilization/protection,Miles of habitat opened- previously inaccessible for both adults and juveniles,18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19325,OWEB,NA,NA,2015,complete,NA,NA,Fish Passage,NA,Klamath,decrease stream temperature,Miles of habitat opened- previously inaccessible for both adults and juveniles,18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19325,OWEB,NA,NA,2015,complete,NA,NA,Fish Passage,NA,Klamath,"increase wildlife habitat (vegetation for food, cover, or nesting)",Miles of habitat opened- previously inaccessible for both adults and juveniles,18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19325,OWEB,NA,NA,2015,complete,NA,NA,Fish Passage,NA,Klamath,increase storage capacity of wetland,Miles of habitat opened- previously inaccessible for both adults and juveniles,18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19325,OWEB,NA,NA,2015,complete,NA,NA,Fish Passage,NA,Klamath,increase net area of wetland,Miles of habitat opened- previously inaccessible for both adults and juveniles,18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19325,OWEB,NA,NA,2015,complete,NA,NA,Fish Passage,NA,Klamath,increase wetland connection to adjacent natural area,Miles of habitat opened- previously inaccessible for both adults and juveniles,18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19325,OWEB,NA,NA,2015,complete,NA,NA,Fish Passage,NA,Klamath,increase native plant species composition,Miles of habitat opened- previously inaccessible for both adults and juveniles,18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19325,OWEB,NA,NA,2015,complete,NA,NA,Fish Passage,NA,Klamath,increase/improve groundwater recharge,Miles of habitat opened- previously inaccessible for both adults and juveniles,18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19325,OWEB,NA,NA,2015,complete,NA,NA,Fish Passage,NA,Klamath,increase/improve water conservation,Miles of habitat opened- previously inaccessible for both adults and juveniles,18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19325,OWEB,NA,NA,2015,complete,NA,NA,Fish Passage,NA,Klamath,increase/improve water quality,Miles of habitat opened- previously inaccessible for both adults and juveniles,18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19325,OWEB,NA,NA,2015,complete,NA,NA,Fish Passage,NA,Klamath,increase/improve aquatic habitat,Miles of habitat opened- previously inaccessible for both adults and juveniles,18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19325,OWEB,NA,NA,2015,complete,NA,NA,Fish Passage,NA,Klamath,improve/increase stream structure & complexity,Total miles of fish habitat made accessible by the removal of barriers other than at road/stream cro,18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19325,OWEB,NA,NA,2015,complete,NA,NA,Fish Passage,NA,Klamath,improve/increase stream interaction with floodplain,Total miles of fish habitat made accessible by the removal of barriers other than at road/stream cro,18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19325,OWEB,NA,NA,2015,complete,NA,NA,Fish Passage,NA,Klamath,improve/increase stream flow,Total miles of fish habitat made accessible by the removal of barriers other than at road/stream cro,18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19325,OWEB,NA,NA,2015,complete,NA,NA,Fish Passage,NA,Klamath,improve/increase fish passage,Total miles of fish habitat made accessible by the removal of barriers other than at road/stream cro,18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
19325,OWEB,NA,NA,2015,complete,NA,NA,Fish Passage,NA,Klamath,improve/increase stream summer habitat,Total miles of fish habitat made accessible by the removal of barriers other than at road/stream cro,18010202,OWRI: https://tools.oregonexplorer.info/OE_HtmlViewer/Index.html?viewer=owrt
